scope,fold,threshold,topk,detections_kept,true_positive_detections,false_positives,total_scans,false_positives_per_scan,covered_nodules,total_nodules,nodule_coverage,covered_positive_scans,positive_scans,positive_scan_coverage
fold_9,9,0.1,10,880,90,790,88,8.977272727272727,90,105,0.8571428571428571,55,59,0.9322033898305084
pooled,,0.1,10,8880,1005,7875,888,8.868243243243244,1005,1186,0.8473861720067454,571,601,0.9500831946755408
fold_0,0,0.15,1,89,53,36,89,0.4044943820224719,53,112,0.4732142857142857,53,67,0.7910447761194029
fold_1,1,0.15,1,89,50,39,89,0.43820224719101125,50,128,0.390625,50,61,0.819672131147541
fold_2,2,0.15,1,89,48,41,89,0.4606741573033708,48,128,0.375,48,56,0.8571428571428571
fold_3,3,0.15,1,89,51,38,89,0.42696629213483145,51,119,0.42857142857142855,51,65,0.7846153846153846
fold_4,4,0.15,1,89,54,35,89,0.39325842696629215,54,128,0.421875,54,62,0.8709677419354839
fold_5,5,0.15,1,89,40,49,89,0.550561797752809,40,108,0.37037037037037035,40,54,0.7407407407407407
fold_6,6,0.15,1,89,52,37,89,0.4157303370786517,52,129,0.40310077519379844,52,63,0.8253968253968254
fold_7,7,0.15,1,89,26,63,89,0.7078651685393258,26,111,0.23423423423423423,26,54,0.48148148148148145
fold_8,8,0.15,1,88,44,44,88,0.5,44,118,0.3728813559322034,44,60,0.7333333333333333
fold_9,9,0.15,1,88,45,43,88,0.48863636363636365,45,105,0.42857142857142855,45,59,0.7627118644067796
pooled,,0.15,1,888,463,425,888,0.4786036036036036,463,1186,0.39038785834738615,463,601,0.7703826955074875
fold_0,0,0.15,2,178,74,104,89,1.1685393258426966,74,112,0.6607142857142857,59,67,0.8805970149253731
fold_1,1,0.15,2,178,73,105,89,1.1797752808988764,73,128,0.5703125,52,61,0.8524590163934426
fold_2,2,0.15,2,178,71,107,89,1.202247191011236,71,128,0.5546875,52,56,0.9285714285714286
fold_3,3,0.15,2,178,72,106,89,1.1910112359550562,72,119,0.6050420168067226,58,65,0.8923076923076924
fold_4,4,0.15,2,178,73,105,89,1.1797752808988764,73,128,0.5703125,58,62,0.9354838709677419
fold_5,5,0.15,2,178,61,117,89,1.3146067415730338,61,108,0.5648148148148148,45,54,0.8333333333333334
fold_6,6,0.15,2,178,78,100,89,1.1235955056179776,78,129,0.6046511627906976,58,63,0.9206349206349206
fold_7,7,0.15,2,178,40,138,89,1.550561797752809,40,111,0.36036036036036034,33,54,0.6111111111111112
fold_8,8,0.15,2,176,61,115,88,1.3068181818181819,61,118,0.5169491525423728,49,60,0.8166666666666667
