representation,folds,auc_mean,auc_std,mcc_mean,mcc_std,acc_mean,acc_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std
pooled,10,0.8476039281617966,0.05742393086206396,0.5248123019785179,0.1256740644544071,0.7678760457525518,0.06612097836109306,0.7234949416152598,0.07167881412208554,0.6923981866087129,0.08019447919328425,0.7612582420937684,0.07676419452453537
dense_maxpool,10,0.8462355580688609,0.060236919314591304,0.5288114133402746,0.1228263035249937,0.7664561955036512,0.06587000797750708,0.723403406127565,0.06524911801094291,0.6958335982617789,0.08519855878660548,0.7643322539046223,0.09063533277968655
